n_pressed,held,line_A,line_B,line_C,adc_A,adc_B,adc_C,n_masked,masked,fully_observable
7,CRUISE  +  BIG + CRUISE  +  SMALL + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,FOLLOW DIST  −,DOWNHILL  CANCEL,217,350,58,4,"CRUISE  +  SMALL, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  −,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,217,58,58,4,"FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  −",no
7,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  RESUME,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,217,58,58,4,"FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  RESUME",no
7,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  +,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,217,58,58,4,"FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  +",no
7,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  −,217,58,133,4,"FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  RESUME",no
7,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  +,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  −,217,58,133,4,"FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  +",no
7,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  RESUME,217,58,217,4,"FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  +",no
7,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,217,58,58,4,"FOLLOW DIST  +, CRUISE  RESUME, DOWNHILL  −, DOWNHILL  RESUME",no
7,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  +,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,217,58,58,4,"FOLLOW DIST  +, CRUISE  RESUME, DOWNHILL  −, DOWNHILL  +",no
7,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,217,58,58,4,"FOLLOW DIST  +, CRUISE  RESUME, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  −,217,58,133,4,"FOLLOW DIST  +, CRUISE  RESUME, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,217,58,58,4,"FOLLOW DIST  +, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  RESUME",no
7,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  +,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,217,58,58,4,"FOLLOW DIST  +, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  +",no
7,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,217,58,58,4,"FOLLOW DIST  +, FOLLOW DIST  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  −,217,58,133,4,"FOLLOW DIST  +, FOLLOW DIST  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  + + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,217,58,58,4,"FOLLOW DIST  +, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  BIG + CRUISE  CANCEL + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,217,58,58,4,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  RESUME",no
7,CRUISE  +  BIG + CRUISE  CANCEL + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  +,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,217,58,58,4,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  +",no
7,CRUISE  +  BIG + CRUISE  CANCEL + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,217,58,58,4,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  BIG + CRUISE  CANCEL + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  −,217,58,133,4,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  BIG + CRUISE  CANCEL + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,217,58,58,4,"CRUISE  RESUME, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  BIG + CRUISE  CANCEL + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,217,58,58,4,"FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  BIG + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  +  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,217,133,58,4,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  RESUME",no
7,CRUISE  +  BIG + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  +,CRUISE  +  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,217,133,58,4,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  +",no
7,CRUISE  +  BIG + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,217,133,58,4,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  BIG + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,FOLLOW DIST  +,DOWNHILL  −,217,133,133,4,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  BIG + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,217,133,58,4,"CRUISE  RESUME, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  BIG + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,FOLLOW DIST  +,DOWNHILL  CANCEL,217,133,58,4,"FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  BIG + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  BIG,CRUISE  RESUME,DOWNHILL  CANCEL,217,217,58,4,"FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  −,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  CANCEL,350,58,58,4,"FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  −",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  RESUME,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  CANCEL,350,58,58,4,"FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  RESUME",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  CANCEL,350,58,58,4,"FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  +",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  −,350,58,133,4,"FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  RESUME",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  −,350,58,133,4,"FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  +",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  RESUME,350,58,217,4,"FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  +",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  CANCEL,350,58,58,4,"FOLLOW DIST  +, CRUISE  RESUME, DOWNHILL  −, DOWNHILL  RESUME",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  CANCEL,350,58,58,4,"FOLLOW DIST  +, CRUISE  RESUME, DOWNHILL  −, DOWNHILL  +",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  CANCEL,350,58,58,4,"FOLLOW DIST  +, CRUISE  RESUME, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  −,350,58,133,4,"FOLLOW DIST  +, CRUISE  RESUME, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  CANCEL,350,58,58,4,"FOLLOW DIST  +, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  RESUME",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  CANCEL,350,58,58,4,"FOLLOW DIST  +, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  +",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  CANCEL,350,58,58,4,"FOLLOW DIST  +, FOLLOW DIST  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  −,350,58,133,4,"FOLLOW DIST  +, FOLLOW DIST  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  CANCEL,350,58,58,4,"FOLLOW DIST  +, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  CANCEL,350,58,58,4,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  RESUME",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  CANCEL,350,58,58,4,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  +",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  CANCEL,350,58,58,4,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  −,350,58,133,4,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  CANCEL,350,58,58,4,"CRUISE  RESUME, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  CANCEL,DOWNHILL  CANCEL,350,58,58,4,"FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  SMALL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME,CRUISE  +  SMALL,FOLLOW DIST  +,DOWNHILL  CANCEL,350,133,58,4,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  RESUME",no
7,CRUISE  +  SMALL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  +,CRUISE  +  SMALL,FOLLOW DIST  +,DOWNHILL  CANCEL,350,133,58,4,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  +",no
7,CRUISE  +  SMALL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  SMALL,FOLLOW DIST  +,DOWNHILL  CANCEL,350,133,58,4,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  SMALL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  SMALL,FOLLOW DIST  +,DOWNHILL  −,350,133,133,4,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  SMALL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  SMALL,FOLLOW DIST  +,DOWNHILL  CANCEL,350,133,58,4,"CRUISE  RESUME, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  SMALL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  SMALL,FOLLOW DIST  +,DOWNHILL  CANCEL,350,133,58,4,"FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  +  SMALL + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,CRUISE  +  SMALL,CRUISE  RESUME,DOWNHILL  CANCEL,350,217,58,4,"FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME,idle,CRUISE  CANCEL,DOWNHILL  CANCEL,682,58,58,5,"FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  RESUME",no
7,CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  +,idle,CRUISE  CANCEL,DOWNHILL  CANCEL,682,58,58,5,"FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  +",no
7,CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  RESUME + DOWNHILL  +,idle,CRUISE  CANCEL,DOWNHILL  CANCEL,682,58,58,5,"FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,idle,CRUISE  CANCEL,DOWNHILL  −,682,58,133,5,"FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,idle,CRUISE  CANCEL,DOWNHILL  CANCEL,682,58,58,5,"FOLLOW DIST  +, CRUISE  RESUME, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,idle,CRUISE  CANCEL,DOWNHILL  CANCEL,682,58,58,5,"FOLLOW DIST  +, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,CRUISE  CANCEL + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,idle,CRUISE  CANCEL,DOWNHILL  CANCEL,682,58,58,5,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
7,FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  − + DOWNHILL  CANCEL + DOWNHILL  − + DOWNHILL  RESUME + DOWNHILL  +,idle,FOLLOW DIST  +,DOWNHILL  CANCEL,682,133,58,5,"CRUISE  RESUME, FOLLOW DIST  −, DOWNHILL  −, DOWNHILL  RESUME, DOWNHILL  +",no
8,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + FOLLOW DIST  −,CRUISE  −  BIG,CRUISE  CANCEL,idle,58,58,682,6,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  +  SMALL, FOLLOW DIST  +, CRUISE  RESUME, FOLLOW DIST  −",no
8,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  CANCEL,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,5,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  +  SMALL, FOLLOW DIST  +, CRUISE  RESUME",no
8,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  −,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  −,58,58,133,5,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  +  SMALL, FOLLOW DIST  +, CRUISE  RESUME",no
8,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  RESUME,58,58,217,5,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  +  SMALL, FOLLOW DIST  +, CRUISE  RESUME",no
8,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + CRUISE  RESUME + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  +,58,58,350,5,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  +  SMALL, FOLLOW DIST  +, CRUISE  RESUME",no
8,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  CANCEL,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,5,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  +  SMALL, FOLLOW DIST  +, FOLLOW DIST  −",no
8,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  −,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  −,58,58,133,5,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  +  SMALL, FOLLOW DIST  +, FOLLOW DIST  −",no
8,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  RESUME,58,58,217,5,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  +  SMALL, FOLLOW DIST  +, FOLLOW DIST  −",no
8,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + FOLLOW DIST  − + DOWNHILL  +,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  +,58,58,350,5,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  +  SMALL, FOLLOW DIST  +, FOLLOW DIST  −",no
8,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + DOWNHILL  CANCEL + DOWNHILL  −,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,5,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  +  SMALL, FOLLOW DIST  +, DOWNHILL  −",no
8,CRUISE  −  BIG + CRUISE  −  SMALL + CRUISE  +  BIG + CRUISE  +  SMALL + CRUISE  CANCEL + FOLLOW DIST  + + DOWNHILL  CANCEL + DOWNHILL  RESUME,CRUISE  −  BIG,CRUISE  CANCEL,DOWNHILL  CANCEL,58,58,58,5,"CRUISE  −  SMALL, CRUISE  +  BIG, CRUISE  +  SMALL, FOLLOW DIST  +, DOWNHILL  RESUME",no
